service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
B094@2,0,0,0,0,0,1,0,20160819,20161119
50.61@1,1,1,1,1,1,0,0,20160819,20161119
50.81@1,1,1,1,1,1,0,0,20160819,20161119
831@2,0,0,0,0,0,1,0,20160819,20161119
731@2,0,0,0,0,0,1,0,20160819,20161119
431@2,0,0,0,0,0,1,0,20160819,20161119
431@5,0,0,0,0,0,0,0,20160819,20161119
525@2,0,0,0,0,0,1,0,20160819,20161119
525@5,0,0,0,0,0,0,0,20160819,20161119
4292@1,1,1,1,1,1,0,0,20160819,20161119
4302@1,1,1,1,1,1,0,0,20160819,20161119
C2@1,1,1,1,1,1,0,0,20160819,20161119
C4@1,1,1,1,1,1,0,0,20160819,20161119
T7@3,0,0,0,0,0,0,1,20160819,20161119
60.2@5,0,0,0,0,0,0,0,20160819,20161119
436@1,1,1,1,1,1,0,0,20160819,20161119
4381@3,0,0,0,0,0,0,1,20160819,20161119
470@1,1,1,1,1,1,0,0,20160819,20161119
671@2,0,0,0,0,0,1,0,20160819,20161119
60.5@2,0,0,0,0,0,1,0,20160819,20161119
611@3,0,0,0,0,0,0,1,20160819,20161119
60.21@3,0,0,0,0,0,0,1,20160819,20161119
M60.5@2,0,0,0,0,0,1,0,20160819,20161119
652@5,0,0,0,0,0,0,0,20160819,20161119
A53@1,1,1,1,1,1,0,0,20160819,20161119
493@2,0,0,0,0,0,1,0,20160819,20161119
A972@1,1,1,1,1,1,0,0,20160819,20161119
637@1,1,1,1,1,1,0,0,20160819,20161119
656@5,0,0,0,0,0,0,0,20160819,20161119
M60.5@5,0,0,0,0,0,0,0,20160819,20161119
6171@2,0,0,0,0,0,1,0,20160819,20161119
494@1,1,1,1,1,1,0,0,20160819,20161119
4942@1,1,1,1,1,1,0,0,20160819,20161119
662@3,0,0,0,0,0,0,1,20160819,20161119
661@3,0,0,0,0,0,0,1,20160819,20161119
627@1,1,1,1,1,1,0,0,20160819,20161119
M21@2,0,0,0,0,0,1,0,20160819,20161119
615@1,1,1,1,1,1,0,0,20160819,20161119
721@1,1,1,1,1,1,0,0,20160819,20161119
495@2,0,0,0,0,0,1,0,20160819,20161119
05.1@1,1,1,1,1,1,0,0,20160819,20161119
476@2,0,0,0,0,0,1,0,20160819,20161119
476@5,0,0,0,0,0,0,0,20160819,20161119
M21@5,0,0,0,0,0,0,0,20160819,20161119
6531@2,0,0,0,0,0,1,0,20160819,20161119
6315@1,1,1,1,1,1,0,0,20160819,20161119
632@5,0,0,0,0,0,0,0,20160819,20161119
B51@3,0,0,0,0,0,0,1,20160819,20161119
659@1,1,1,1,1,1,0,0,20160819,20161119
6531@5,0,0,0,0,0,0,0,20160819,20161119
654@2,0,0,0,0,0,1,0,20160819,20161119
659@5,0,0,0,0,0,0,0,20160819,20161119
B55@2,0,0,0,0,0,1,0,20160819,20161119
439@2,0,0,0,0,0,1,0,20160819,20161119
439@5,0,0,0,0,0,0,0,20160819,20161119
654@5,0,0,0,0,0,0,0,20160819,20161119
A62@1,1,1,1,1,1,0,0,20160819,20161119
715@2,0,0,0,0,0,1,0,20160819,20161119
718@3,0,0,0,0,0,0,1,20160819,20161119
M52@5,0,0,0,0,0,0,0,20160819,20161119
B511@1,1,1,1,1,1,0,0,20160819,20161119
50.1@1,1,1,1,1,1,0,0,20160819,20161119
510@1,1,1,1,1,1,0,0,20160819,20161119
T8@2,0,0,0,0,0,1,0,20160819,20161119
T8@5,0,0,0,0,0,0,0,20160819,20161119
A97@1,1,1,1,1,1,0,0,20160819,20161119
A974@3,0,0,0,0,0,0,1,20160819,20161119
B024@1,1,1,1,1,1,0,0,20160819,20161119
8612@1,1,1,1,1,1,0,0,20160819,20161119
M76@2,0,0,0,0,0,1,0,20160819,20161119
M76@5,0,0,0,0,0,0,0,20160819,20161119
491@2,0,0,0,0,0,1,0,20160819,20161119
491@5,0,0,0,0,0,0,0,20160819,20161119
B01@1,1,1,1,1,1,0,0,20160819,20161119
B05@1,1,1,1,1,1,0,0,20160819,20161119
605@3,0,0,0,0,0,0,1,20160819,20161119
T13@2,0,0,0,0,0,1,0,20160819,20161119
C2@3,0,0,0,0,0,0,1,20160819,20161119
C3@1,1,1,1,1,1,0,0,20160819,20161119
756@1,1,1,1,1,1,0,0,20160819,20161119
A952@2,0,0,0,0,0,1,0,20160819,20161119
762@2,0,0,0,0,0,1,0,20160819,20161119
861@2,0,0,0,0,0,1,0,20160819,20161119
A952@5,0,0,0,0,0,0,0,20160819,20161119
703@3,0,0,0,0,0,0,1,20160819,20161119
A621@1,1,1,1,1,1,0,0,20160819,20161119
6712@3,0,0,0,0,0,0,1,20160819,20161119
525@3,0,0,0,0,0,0,1,20160819,20161119
T7@2,0,0,0,0,0,1,0,20160819,20161119
T7@5,0,0,0,0,0,0,0,20160819,20161119
610@1,1,1,1,1,1,0,0,20160819,20161119
611@2,0,0,0,0,0,1,0,20160819,20161119
TR61@1,1,1,1,1,1,0,0,20160819,20161119
R41@2,0,0,0,0,0,1,0,20160819,20161119
4951@3,0,0,0,0,0,0,1,20160819,20161119
703@2,0,0,0,0,0,1,0,20160819,20161119
703@5,0,0,0,0,0,0,0,20160819,20161119
D70@1,1,1,1,1,1,0,0,20160819,20161119
827@2,0,0,0,0,0,1,0,20160819,20161119
50.6@2,0,0,0,0,0,1,0,20160819,20161119
60.6@2,0,0,0,0,0,1,0,20160819,20161119
A93@1,1,1,1,1,1,0,0,20160819,20161119
LI.2@1,1,1,1,1,1,0,0,20160819,20161119
731@1,1,1,1,1,1,0,0,20160819,20161119
6612@2,0,0,0,0,0,1,0,20160819,20161119
704@1,1,1,1,1,1,0,0,20160819,20161119
D18@1,1,1,1,1,1,0,0,20160819,20161119
60.6@5,0,0,0,0,0,0,0,20160819,20161119
60.21@2,0,0,0,0,0,1,0,20160819,20161119
5202@1,1,1,1,1,1,0,0,20160819,20161119
D73@1,1,1,1,1,1,0,0,20160819,20161119
C4@3,0,0,0,0,0,0,1,20160819,20161119
C1@1,1,1,1,1,1,0,0,20160819,20161119
60.21@5,0,0,0,0,0,0,0,20160819,20161119
613@2,0,0,0,0,0,1,0,20160819,20161119
7311@1,1,1,1,1,1,0,0,20160819,20161119
6321@1,1,1,1,1,1,0,0,20160819,20161119
6612@5,0,0,0,0,0,0,0,20160819,20161119
6371@1,1,1,1,1,1,0,0,20160819,20161119
6332@2,0,0,0,0,0,1,0,20160819,20161119
654@3,0,0,0,0,0,0,1,20160819,20161119
613@5,0,0,0,0,0,0,0,20160819,20161119
621@1,1,1,1,1,1,0,0,20160819,20161119
656@1,1,1,1,1,1,0,0,20160819,20161119
662@2,0,0,0,0,0,1,0,20160819,20161119
6562@1,1,1,1,1,1,0,0,20160819,20161119
659@3,0,0,0,0,0,0,1,20160819,20161119
662@5,0,0,0,0,0,0,0,20160819,20161119
6611@1,1,1,1,1,1,0,0,20160819,20161119
821@2,0,0,0,0,0,1,0,20160819,20161119
D731@1,1,1,1,1,1,0,0,20160819,20161119
